Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,262,1355,808,18.21,34,808.0,0.0494,770.0,572.87,1
Resistance,173,1590,881,23.62,32,881.0,0.1442,770.0,207.58,2
Resistance,-817,2873,1028,61.5,5,1028.0,0.3351,770.0,14.49,3
Resistance,-1381,4339,1479,95.34,4,1479.0,0.9208,770.0,4.3,4
Resistance,634,3006,1820,39.53,5,1820.0,1.3636,770.0,3.64,5
Support,152,1327,739,19.58,24,739.0,0.0403,770.0,477.52,1
Support,70,1230,650,19.34,24,650.0,0.1558,770.0,144.71,2
Support,-339,1077,369,23.6,22,369.0,0.5208,770.0,41.45,3
Support,-433,1392,480,30.41,14,480.0,0.3766,770.0,36.21,4
Support,-21,1188,584,20.16,4,584.0,0.2416,770.0,15.9,5
