Emiten,Pantulan_Tepat,Zona_Jebol,Pantulan_Terlewat,Abaikan_Valid,Accuracy,Precision,Recall,F1_Score
ADRO,468,3,0,0,0.9936,0.9936,1.0,0.9968
AKRA,454,17,0,0,0.9639,0.9639,1.0,0.9816
APEX,471,0,0,0,1.0,1.0,1.0,1.0
ARII,471,0,0,0,1.0,1.0,1.0,1.0
BULL,442,10,6,13,0.966,0.9779,0.9866,0.9822
BUMI,440,3,10,18,0.9724,0.9932,0.9778,0.9854
DEWA,196,13,79,183,0.8047,0.9378,0.7127,0.8099
DOID,350,3,41,77,0.9066,0.9915,0.8951,0.9409
ELSA,435,36,0,0,0.9236,0.9236,1.0,0.9603
ENRG,343,7,40,81,0.9002,0.98,0.8956,0.9359
FIRE,471,0,0,0,1.0,1.0,1.0,1.0
HRUM,471,0,0,0,1.0,1.0,1.0,1.0
INDY,471,0,0,0,1.0,1.0,1.0,1.0
ITMA,392,3,18,58,0.9554,0.9924,0.9561,0.9739
ITMG,471,0,0,0,1.0,1.0,1.0,1.0
KKGI,471,0,0,0,1.0,1.0,1.0,1.0
MBSS,439,23,3,6,0.9448,0.9502,0.9932,0.9712
MEDC,456,15,0,0,0.9682,0.9682,1.0,0.9838
PGAS,471,0,0,0,1.0,1.0,1.0,1.0
PTBA,471,0,0,0,1.0,1.0,1.0,1.0
RUIS,471,0,0,0,1.0,1.0,1.0,1.0
SOCI,457,3,4,7,0.9851,0.9935,0.9913,0.9924
TCPI,471,0,0,0,1.0,1.0,1.0,1.0
TEBE,374,14,31,52,0.9045,0.9639,0.9235,0.9433
TPMA,471,0,0,0,1.0,1.0,1.0,1.0
WINS,471,0,0,0,1.0,1.0,1.0,1.0
