Emiten,Pantulan_Tepat,Zona_Jebol,Pantulan_Terlewat,Abaikan_Valid,Accuracy,Precision,Recall,F1_Score
ADRO,471,0,0,0,1.0,1.0,1.0,1.0
AKRA,458,13,0,0,0.9724,0.9724,1.0,0.986
APEX,471,0,0,0,1.0,1.0,1.0,1.0
ARII,471,0,0,0,1.0,1.0,1.0,1.0
BULL,457,6,3,5,0.9809,0.987,0.9935,0.9902
BUMI,441,6,8,16,0.9703,0.9866,0.9822,0.9844
DEWA,214,25,71,161,0.7962,0.8954,0.7509,0.8168
DOID,368,9,32,62,0.913,0.9761,0.92,0.9472
ELSA,441,30,0,0,0.9363,0.9363,1.0,0.9671
ENRG,352,6,39,74,0.9045,0.9832,0.9003,0.9399
FIRE,471,0,0,0,1.0,1.0,1.0,1.0
HRUM,471,0,0,0,1.0,1.0,1.0,1.0
INDY,471,0,0,0,1.0,1.0,1.0,1.0
ITMA,397,7,16,51,0.9512,0.9827,0.9613,0.9718
ITMG,471,0,0,0,1.0,1.0,1.0,1.0
KKGI,471,0,0,0,1.0,1.0,1.0,1.0
MBSS,445,20,1,5,0.9554,0.957,0.9978,0.9769
MEDC,464,7,0,0,0.9851,0.9851,1.0,0.9925
PGAS,471,0,0,0,1.0,1.0,1.0,1.0
PTBA,471,0,0,0,1.0,1.0,1.0,1.0
RUIS,471,0,0,0,1.0,1.0,1.0,1.0
SOCI,458,3,4,6,0.9851,0.9935,0.9913,0.9924
TCPI,471,0,0,0,1.0,1.0,1.0,1.0
TEBE,374,15,31,51,0.9023,0.9614,0.9235,0.9421
TPMA,471,0,0,0,1.0,1.0,1.0,1.0
WINS,471,0,0,0,1.0,1.0,1.0,1.0
