Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,888,908,898,9.94,27,898.0,0.0263,875.0,744.09,1
Resistance,930,963,946,16.52,4,946.0,0.0811,875.0,43.89,2
Resistance,1023,1059,1041,18.02,8,1041.0,0.1897,875.0,40.06,3
Resistance,1074,1089,1082,7.64,3,1082.0,0.2366,875.0,12.17,4
Resistance,1143,1172,1158,14.43,4,1158.0,0.3234,875.0,12.0,5
Resistance,1236,1254,1245,8.66,3,1245.0,0.4229,875.0,6.93,6
Resistance,1316,1344,1330,14.14,2,1330.0,0.52,875.0,3.77,7
Resistance,1365,1365,1365,0.0,1,1365.0,0.56,875.0,1.75,8
Support,842,868,855,13.01,42,855.0,0.0229,875.0,1278.26,1
Support,780,825,802,22.52,7,802.0,0.0834,875.0,74.92,2
Support,594,614,604,10.21,20,604.0,0.3097,875.0,62.56,3
Support,556,579,568,11.11,16,568.0,0.3509,875.0,44.34,4
Support,494,514,504,10.39,18,504.0,0.424,875.0,41.47,5
Support,451,460,456,4.61,18,456.0,0.4789,875.0,36.82,6
Support,642,664,653,10.9,9,653.0,0.2537,875.0,34.13,7
Support,469,480,474,5.62,15,474.0,0.4583,875.0,32.03,8
