Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,1244,1689,1466,7.42,12,1466.0,0.011,1450.0,570.49,1
Resistance,1238,1744,1491,8.43,10,1491.0,0.0283,1450.0,261.26,2
Resistance,1339,1726,1532,6.45,4,1532.0,0.0566,1450.0,60.1,3
Resistance,1451,1664,1558,3.54,2,1558.0,0.0745,1450.0,23.67,4
Resistance,1325,1925,1625,10.0,3,1625.0,0.1207,1450.0,22.96,5
Resistance,1269,1906,1588,10.61,2,1588.0,0.0952,1450.0,19.02,6
Resistance,1236,2084,1660,14.14,2,1660.0,0.1448,1450.0,12.92,7
Support,-220,2941,1361,52.69,45,1361.0,0.0614,1450.0,630.43,1
Support,-473,1761,644,37.24,41,644.0,0.5559,1450.0,72.46,2
Support,-48,2420,1186,41.14,13,1186.0,0.1821,1450.0,67.68,3
Support,-502,1539,518,34.01,34,518.0,0.6428,1450.0,52.09,4
Support,-659,2295,818,49.24,23,818.0,0.4359,1450.0,51.59,5
Support,-619,2639,1010,54.31,9,1010.0,0.3034,1450.0,28.71,6
Support,-1166,1902,368,51.13,13,368.0,0.7462,1450.0,17.19,7
