Emiten,Pantulan_Tepat,Zona_Jebol,Pantulan_Terlewat,Abaikan_Valid,Accuracy,Precision,Recall,F1_Score
ADRO,471,0,0,0,1.0,1.0,1.0,1.0
AKRA,451,19,1,0,0.9575,0.9596,0.9978,0.9783
APEX,471,0,0,0,1.0,1.0,1.0,1.0
ARII,471,0,0,0,1.0,1.0,1.0,1.0
BULL,446,10,6,9,0.966,0.9781,0.9867,0.9824
BUMI,441,3,10,17,0.9724,0.9932,0.9778,0.9855
DEWA,188,3,84,196,0.8153,0.9843,0.6912,0.8121
DOID,295,20,54,102,0.8429,0.9365,0.8453,0.8886
ELSA,431,40,0,0,0.9151,0.9151,1.0,0.9557
ENRG,338,5,41,87,0.9023,0.9854,0.8918,0.9363
FIRE,471,0,0,0,1.0,1.0,1.0,1.0
HRUM,471,0,0,0,1.0,1.0,1.0,1.0
INDY,436,7,9,19,0.966,0.9842,0.9798,0.982
ITMA,362,22,25,62,0.9002,0.9427,0.9354,0.939
ITMG,471,0,0,0,1.0,1.0,1.0,1.0
KKGI,471,0,0,0,1.0,1.0,1.0,1.0
MBSS,430,8,10,23,0.9618,0.9817,0.9773,0.9795
MEDC,449,22,0,0,0.9533,0.9533,1.0,0.9761
PGAS,471,0,0,0,1.0,1.0,1.0,1.0
PTBA,471,0,0,0,1.0,1.0,1.0,1.0
RUIS,468,3,0,0,0.9936,0.9936,1.0,0.9968
SOCI,457,3,4,7,0.9851,0.9935,0.9913,0.9924
TCPI,471,0,0,0,1.0,1.0,1.0,1.0
TEBE,363,14,36,58,0.8938,0.9629,0.9098,0.9356
TPMA,471,0,0,0,1.0,1.0,1.0,1.0
WINS,463,8,0,0,0.983,0.983,1.0,0.9914
