Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,65,67,66,1.06,5,66.0,0.0645,62.0,67.1,1
Resistance,63,63,63,0.0,1,63.0,0.0161,62.0,38.27,2
Resistance,74,76,75,0.84,8,75.0,0.2097,62.0,36.42,3
Resistance,78,79,78,0.74,8,78.0,0.2581,62.0,29.84,4
Resistance,69,70,70,0.78,3,70.0,0.129,62.0,21.58,5
Resistance,71,73,72,1.0,3,72.0,0.1613,62.0,17.51,6
Resistance,80,81,81,0.59,4,81.0,0.3065,62.0,12.64,7
Resistance,84,86,85,0.84,4,85.0,0.371,62.0,10.5,8
Resistance,90,92,91,1.41,2,91.0,0.4677,62.0,4.19,9
Resistance,97,97,97,0.0,1,97.0,0.5645,62.0,1.74,10
Support,59,59,59,0.0,2,59.0,0.0484,62.0,34.25,1
Support,53,53,53,0.0,4,53.0,0.1452,62.0,25.78,2
Support,55,55,55,0.0,3,55.0,0.1129,62.0,24.41,3
Support,60,60,60,0.0,1,60.0,0.0323,62.0,23.66,4
Support,57,57,57,0.0,2,57.0,0.0806,62.0,22.06,5
Support,51,51,51,0.0,4,51.0,0.1774,62.0,21.34,6
Support,50,50,50,0.0,3,50.0,0.1935,62.0,14.74,7
Support,56,56,56,0.0,1,56.0,0.0968,62.0,9.37,8
Support,52,52,52,0.0,1,52.0,0.1613,62.0,5.84,9
