Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,2755,2825,2790,35.42,23,2790.0,0.0257,2720.0,643.62,1
Resistance,2849,2891,2870,20.85,24,2870.0,0.0551,2720.0,368.4,2
Resistance,2930,2979,2954,24.41,14,2954.0,0.086,2720.0,145.79,3
Resistance,3180,3275,3228,47.12,12,3228.0,0.1868,2720.0,60.99,4
Resistance,3042,3103,3072,30.59,8,3072.0,0.1294,2720.0,57.38,5
Resistance,3363,3468,3415,52.79,11,3415.0,0.2555,2720.0,41.43,6
Resistance,3884,3936,3910,26.46,3,3910.0,0.4375,2720.0,6.7,7
Resistance,3620,3620,3620,0.0,1,3620.0,0.3309,2720.0,2.93,8
Resistance,4130,4130,4130,0.0,1,4130.0,0.5184,2720.0,1.89,9
Support,2648,2703,2676,27.91,18,2676.0,0.0162,2720.0,687.64,1
Support,2536,2588,2562,25.77,14,2562.0,0.0581,2720.0,205.62,2
Support,2447,2506,2476,29.77,14,2476.0,0.0897,2720.0,140.41,3
Support,2277,2320,2299,21.56,16,2299.0,0.1548,2720.0,97.1,4
Support,2341,2391,2366,25.04,8,2366.0,0.1301,2720.0,57.08,5
Support,2090,2148,2119,29.34,9,2119.0,0.221,2720.0,38.97,6
Support,2198,2232,2215,17.32,4,2215.0,0.1857,2720.0,20.44,7
Support,1943,2047,1995,52.44,5,1995.0,0.2665,2720.0,18.08,8
Support,1620,1620,1620,0.0,1,1620.0,0.4044,2720.0,2.41,9
