Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,1185,1185,1185,0.0,1,1185.0,0.0042,1180.0,70.24,1
Resistance,1230,1230,1230,0.0,2,1230.0,0.0424,1180.0,38.19,2
Resistance,1210,1210,1210,0.0,1,1210.0,0.0254,1180.0,28.23,3
Resistance,1215,1215,1215,0.0,1,1215.0,0.0297,1180.0,25.21,4
Resistance,1299,1306,1302,3.54,2,1302.0,0.1034,1180.0,17.64,5
Resistance,1314,1321,1318,3.54,2,1318.0,0.1169,1180.0,15.75,6
Resistance,1245,1245,1245,0.0,1,1245.0,0.0551,1180.0,15.36,7
Resistance,1250,1250,1250,0.0,1,1250.0,0.0593,1180.0,14.43,8
Resistance,1255,1255,1255,0.0,1,1255.0,0.0636,1180.0,13.59,9
Support,1118,1151,1134,16.56,6,1134.0,0.039,1180.0,122.49,1
Support,1065,1107,1086,20.73,9,1086.0,0.0797,1180.0,100.38,2
Support,687,710,699,11.29,32,699.0,0.4076,1180.0,76.62,3
Support,722,748,735,13.14,22,735.0,0.3771,1180.0,56.83,4
Support,776,802,789,13.18,19,789.0,0.3314,1180.0,55.66,5
Support,829,843,836,6.94,8,836.0,0.2915,1180.0,26.53,6
Support,857,884,871,13.36,7,871.0,0.2619,1180.0,25.75,7
Support,615,641,628,13.08,8,628.0,0.4678,1180.0,16.74,8
Support,1003,1017,1010,7.07,2,1010.0,0.1441,1180.0,12.98,9
