Type,Min,Max,Centroid_Price,Std_Internal,Strength
Resistance,2640,2688,2664,24.17,30
Resistance,2726,2760,2743,17.02,13
Resistance,2789,2832,2811,21.27,18
Resistance,2868,2916,2892,23.53,20
Resistance,2969,3029,2999,29.97,8
Resistance,3106,3204,3155,49.5,2
Resistance,3230,3266,3248,17.89,5
Resistance,3304,3356,3330,26.46,3
Resistance,3680,3680,3680,0.0,1
Support,1585,1585,1585,0.0,1
Support,1754,1786,1770,15.81,5
Support,1792,1848,1820,28.28,2
Support,1946,2017,1982,35.47,3
Support,2117,2166,2141,24.1,7
Support,2202,2272,2237,35.02,6
Support,2378,2422,2400,22.36,13
Support,2449,2488,2469,19.16,27
Support,2537,2586,2561,24.47,35
