Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,-6,3088,1541,51.56,27,1541.0,0.0628,1450.0,371.09,1
Resistance,-135,3691,1778,63.77,20,1778.0,0.2262,1450.0,84.67,2
Resistance,-167,4270,2051,73.95,22,2051.0,0.4145,1450.0,51.83,3
Resistance,-239,4903,2332,85.71,21,2332.0,0.6083,1450.0,33.97,4
Resistance,-553,6005,2726,109.3,21,2726.0,0.88,1450.0,23.6,5
Resistance,-904,7057,3076,132.69,24,3076.0,1.1214,1450.0,21.21,6
Support,344,2448,1396,35.06,15,1396.0,0.0372,1450.0,317.52,1
Support,-56,2602,1273,44.3,19,1273.0,0.1221,1450.0,143.86,2
Support,-603,2508,952,51.84,17,952.0,0.3434,1450.0,48.1,3
Support,-157,1506,675,27.72,13,675.0,0.5345,1450.0,23.88,4
Support,-470,2163,847,43.89,6,847.0,0.4159,1450.0,14.09,5
Support,364,364,364,0.0,1,364.0,0.749,1450.0,1.32,6
