Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,36,89,62,0.89,5,62.0,0.0333,60.0,115.38,1
Resistance,31,100,66,1.15,3,66.0,0.1,60.0,27.27,2
Resistance,43,107,75,1.07,7,75.0,0.25,60.0,26.92,3
Resistance,32,109,70,1.29,4,70.0,0.1667,60.0,22.64,4
Resistance,52,109,80,0.96,4,80.0,0.3333,60.0,11.65,5
Resistance,56,125,91,1.15,3,91.0,0.5167,60.0,5.7,6
Resistance,52,136,94,1.41,2,94.0,0.5667,60.0,3.47,7
Resistance,86,86,86,0.0,1,86.0,0.4333,60.0,2.26,8
Support,59,59,59,0.0,5,59.0,0.0167,60.0,187.5,1
Support,40,75,58,0.58,4,58.0,0.0333,60.0,92.31,2
Support,56,56,56,0.0,4,56.0,0.0667,60.0,52.17,3
Support,54,54,54,0.0,5,54.0,0.1,60.0,45.45,4
Support,55,55,55,0.0,4,55.0,0.0833,60.0,42.86,5
Support,52,52,52,0.0,6,52.0,0.1333,60.0,41.86,6
Support,33,68,50,0.58,3,50.0,0.1667,60.0,16.98,7
Support,53,53,53,0.0,2,53.0,0.1167,60.0,15.79,8
