Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,1050,1223,1137,2.89,3,1137.0,0.0062,1130.0,185.25,1
Resistance,918,1419,1169,8.35,8,1169.0,0.0345,1130.0,179.72,2
Resistance,484,1992,1238,25.15,5,1238.0,0.0956,1130.0,47.36,3
Resistance,1123,1547,1335,7.07,2,1335.0,0.1814,1130.0,10.45,4
Resistance,449,2681,1565,37.19,4,1565.0,0.385,1130.0,10.13,5
Resistance,996,1844,1420,14.14,2,1420.0,0.2566,1130.0,7.5,6
Resistance,1271,2119,1695,14.14,2,1695.0,0.5,1130.0,3.92,7
Resistance,1650,1650,1650,0.0,1,1650.0,0.4602,1130.0,2.13,8
Support,397,1752,1074,22.57,16,1074.0,0.0496,1130.0,268.65,1
Support,249,1741,995,24.86,15,995.0,0.1195,1130.0,115.86,2
Support,226,1541,884,21.92,17,884.0,0.2177,1130.0,74.66,3
Support,10,1176,593,19.43,27,593.0,0.4752,1130.0,55.64,4
Support,-83,1435,676,25.31,19,676.0,0.4018,1130.0,46.14,5
Support,45,1029,537,16.41,24,537.0,0.5248,1130.0,44.88,6
Support,-628,1354,363,33.03,30,363.0,0.6788,1130.0,43.56,7
Support,-121,1042,461,19.39,19,461.0,0.592,1130.0,31.56,8
